name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
